FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_DELAY,DEP_DELAY 
2014-03-22,HA,103,HNL,LIH,2.0,-6.0
2014-11-03,AA,1533,MIA,BOS,2.0,-6.0
2014-06-08,AS,572,PDX,SAN,0.0,-6.0
2014-03-24,US,2063,PIT,CLT,-9.0,-6.0
2014-01-29,AS,467,LAX,SEA,-8.0,-6.0
2014-11-03,EV,4350,IAH,BHM,-2.0,-6.0
2014-11-29,AA,1024,DFW,ABQ,-8.0,-6.0
2014-03-23,EV,5938,BNA,EWR,-7.0,-6.0
2014-01-15,AA,1309,TPA,DFW,-26.0,-6.0
2014-03-22,US,665,SAN,DCA,-27.0,-6.0
2014-06-05,OO,6274,BZN,DEN,-15.0,-6.0
2014-01-15,DL,1990,ATL,SAV,6.0,-6.0
2014-09-06,OO,4578,PHX,LAX,3.0,-6.0
2014-03-24,DL,1693,CLT,DTW,-17.0,-6.0
2014-05-30,DL,2317,DTW,LAS,-26.0,-6.0
2014-05-30,HA,381,ITO,HNL,0.0,-6.0
2014-10-14,OO,4507,SLC,BZN,-9.0,-6.0
2014-05-30,UA,654,CLE,BOS,-8.0,-6.0
2014-11-27,DL,2452,RIC,ATL,-16.0,-6.0
2014-05-31,WN,2410,MHT,MCO,-22.0,-6.0
2014-11-05,EV,4101,MEM,IAH,34.0,-6.0
2014-10-13,UA,833,DEN,CLE,-20.0,-6.0
2014-01-27,AA,185,JFK,LAX,-11.0,-6.0
2014-05-28,B6,1035,STT,SJU,-10.0,-6.0
2014-05-28,EV,5348,MYR,ATL,-12.0,-6.0
2014-10-02,DL,143,DTW,MSP,-10.0,-6.0
2014-08-26,MQ,3407,CMH,LGA,-9.0,-6.0
2014-05-29,EV,5210,BTR,ATL,-6.0,-6.0
2014-11-04,OO,4728,SLC,MFR,-8.0,-6.0
2014-06-03,EV,5581,GRK,ATL,-14.0,-6.0
2014-07-28,AA,1207,MIA,ORD,0.0,-6.0
2014-11-04,OO,5652,SFO,PSP,-13.0,-6.0
2014-06-04,UA,425,EWR,IAH,-33.0,-6.0
2014-03-25,B6,287,BOS,LAX,1.0,-6.0
2014-07-28,OO,4654,HLN,SLC,-21.0,-6.0
2014-08-16,VX,748,SFO,SEA,-18.0,-6.0
2014-03-27,DL,2208,MCO,DTW,-11.0,-6.0
2014-02-12,AA,1415,DFW,BNA,-6.0,-6.0
2014-06-01,OO,7412,SLC,WYS,-12.0,-6.0
2014-06-02,B6,724,MCO,DCA,-15.0,-6.0
2014-02-04,DL,1642,LGA,FLL,-7.0,-6.0
2014-06-02,HA,257,KOA,HNL,-8.0,-6.0
2014-01-16,EV,5271,SHV,ATL,-22.0,-6.0
2014-12-31,HA,394,LIH,HNL,4.0,-6.0
2014-10-16,OO,2586,LAX,FAT,-10.0,-6.0
2014-10-29,AA,1142,ORD,CLT,-27.0,-6.0
2014-03-14,EV,5727,IAD,HSV,-12.0,-6.0
2014-09-26,MQ,3484,MIA,JAX,8.0,-6.0
2014-12-12,OO,5459,SBP,SFO,-5.0,-6.0
2014-09-25,OO,5576,DEN,PDX,-6.0,-6.0
2014-01-30,OO,4592,SLC,GTF,-27.0,-6.0
2014-12-01,US,829,JAX,CLT,-19.0,-6.0
2014-02-15,US,446,PHX,PDX,-10.0,-6.0
2014-01-14,AA,1479,CLT,DFW,-14.0,-6.0
2014-10-29,US,599,PHX,SJC,-12.0,-6.0
2014-03-14,UA,228,EWR,TPA,-21.0,-6.0
2014-10-02,UA,278,SFO,SEA,1.0,-6.0
2014-03-15,WN,862,MDW,BOS,-18.0,-6.0
2014-09-19,US,2111,BOS,DCA,-20.0,-6.0
2014-01-13,EV,4169,IAH,BTR,-20.0,-6.0
2014-09-10,OO,4617,BNA,CVG,-11.0,-6.0
2014-10-27,WN,893,OAK,PDX,-9.0,-6.0
2014-07-23,DL,2539,MKE,ATL,-11.0,-6.0
2014-07-23,DL,1550,LAS,MSP,-15.0,-6.0
2014-09-10,MQ,3082,SAF,DFW,-8.0,-6.0
2014-06-24,US,2109,BOS,DCA,-5.0,-6.0
2014-06-21,MQ,3184,DFW,GRK,7.0,-6.0
2014-08-29,UA,616,SFO,ORD,-3.0,-6.0
2014-02-16,AA,1202,ONT,DFW,-22.0,-6.0
2014-10-27,DL,2422,CLT,ATL,-20.0,-6.0
2014-10-01,UA,1209,IAH,SFO,-2.0,-6.0
2014-06-22,US,756,TPA,CLT,-10.0,-6.0
2014-08-29,DL,1788,LGA,MCO,9.0,-6.0
2014-01-29,UA,808,SFO,JFK,13.0,-6.0
2014-12-23,AA,1449,FLL,DFW,13.0,-6.0
2014-03-20,F9,426,DEN,ATL,-7.0,-6.0
2014-07-26,AA,184,DCA,DFW,-35.0,-6.0
2014-12-18,HA,121,ITO,HNL,-9.0,-6.0
2014-12-29,EV,3259,HPN,ORD,7.0,-6.0
2014-02-04,AA,1149,MSP,DFW,-11.0,-6.0
2014-07-26,MQ,3658,ORD,SGF,-3.0,-6.0
2014-06-09,DL,1767,ATL,FNT,-10.0,-6.0
2014-06-09,OO,6276,LNK,ORD,6.0,-6.0
2014-03-22,AA,2260,MIA,STL,8.0,-6.0
2014-06-09,AA,1682,MCO,MIA,-17.0,-6.0
2014-11-29,US,708,CLT,LAX,-19.0,-6.0
2014-07-26,EV,5243,MYR,LGA,-20.0,-6.0
2014-06-10,OO,4472,SJC,SLC,-14.0,-6.0
2014-03-17,DL,1936,LAX,CVG,-19.0,-6.0
2014-03-17,AA,2367,ORD,TUL,-10.0,-6.0
2014-03-17,OO,4600,MSO,SLC,-5.0,-6.0
2014-10-30,DL,2075,MCI,ATL,-27.0,-6.0
2014-02-15,UA,349,JAC,DEN,-12.0,-6.0
2014-10-29,OO,4667,OMA,SLC,-6.0,-6.0
2014-12-01,EV,4128,MOB,IAH,-8.0,-6.0
2014-07-25,WN,490,CAK,MCO,-12.0,-6.0
2014-10-15,WN,4543,GEG,OAK,-10.0,-6.0
2014-10-30,AS,50,SCC,BRW,-14.0,-6.0
2014-10-15,VX,784,SEA,LAX,-10.0,-6.0
2014-10-31,OO,5422,SFO,ONT,16.0,-6.0
2014-11-30,US,758,ORD,PHL,-18.0,-6.0
2014-06-15,AA,1176,DFW,SNA,1.0,-6.0
2014-06-14,F9,126,DEN,DFW,-4.0,-6.0
2014-07-25,MQ,2799,ACT,DFW,-14.0,-6.0
2014-05-05,HA,349,KOA,OGG,-6.0,-6.0
2014-04-16,DL,1158,SLC,MCO,-10.0,-6.0
2014-05-05,US,2059,CLT,MIA,-8.0,-6.0
2014-04-15,MQ,3310,DFW,CLL,-1.0,-6.0
2014-05-06,OO,4674,MFR,SLC,-13.0,-6.0
2014-08-03,DL,1562,PHL,DTW,3.0,-6.0
2014-11-20,OO,4571,SJC,SEA,-10.0,-6.0
2014-05-03,EV,4512,IND,IAH,-18.0,-6.0
2014-04-17,OO,4581,PHX,SLC,4.0,-6.0
2014-04-18,AA,2254,SAN,DFW,-13.0,-6.0
2014-01-24,UA,677,RNO,DEN,-2.0,-6.0
2014-08-20,OO,5269,IAH,MAF,,-6.0
2014-08-23,EV,4929,GRB,MSP,-14.0,-6.0
2014-05-04,WN,3923,BOS,MDW,-15.0,-6.0
2014-08-23,DL,1502,TPA,CVG,-13.0,-6.0
2014-05-09,B6,790,DCA,BOS,-7.0,-6.0
2014-05-09,WN,2339,OAK,ABQ,-22.0,-6.0
2014-05-09,OO,4462,ABQ,SLC,13.0,-6.0
2014-09-03,F9,583,DEN,SLC,-12.0,-6.0
2014-04-12,EV,5948,EWR,RDU,-13.0,-6.0
2014-11-12,EV,4359,IAH,JAN,1.0,-6.0
2014-08-02,EV,6023,ORD,OMA,12.0,-6.0
2014-04-12,OO,6254,MCI,ORD,-7.0,-6.0
2014-05-07,FL,497,MKE,DCA,5.0,-6.0
2014-02-05,OO,5346,CLD,LAX,-14.0,-6.0
2014-04-15,DL,1458,ATL,RSW,3.0,-6.0
2014-04-13,WN,3655,TPA,BNA,4.0,-6.0
2014-11-13,DL,1789,ATL,JAX,-3.0,-6.0
2014-11-13,OO,5648,SFO,SBA,-1.0,-6.0
2014-04-14,DL,917,GSO,ATL,-4.0,-6.0
2014-11-17,DL,2154,LAX,ATL,-18.0,-6.0
2014-08-05,DL,781,LGA,ATL,-31.0,-6.0
2014-04-22,WN,538,ABQ,DAL,-9.0,-6.0
2014-11-18,WN,747,HOU,FLL,-21.0,-6.0
2014-11-16,UA,898,SFO,JFK,-9.0,-6.0
2014-02-05,VX,913,LAS,SFO,-14.0,-6.0
2014-08-05,AS,522,SEA,BUR,-3.0,-6.0
2014-04-28,DL,563,SAV,ATL,-13.0,-6.0
2014-04-25,AA,198,ORD,JFK,-19.0,-6.0
2014-04-25,DL,921,MSP,MKE,-21.0,-6.0
2014-12-16,US,673,EWR,CLT,-8.0,-6.0
2014-09-15,DL,752,MSP,GRR,-13.0,-6.0
2014-01-22,MQ,2768,DFW,GCK,-11.0,-6.0
2014-09-04,B6,1639,LGA,RSW,-29.0,-6.0
2014-04-25,MQ,3188,ORD,CLT,-19.0,-6.0
2014-04-23,MQ,3002,DFW,GRR,-9.0,-6.0
2014-11-15,MQ,3282,DFW,HSV,2.0,-6.0
2014-09-06,US,710,MIA,PHL,-2.0,-6.0
2014-08-04,AA,2332,DFW,ORD,-7.0,-6.0
2014-05-01,OO,4974,ATL,IAH,-4.0,-6.0
2014-09-23,US,1746,PHL,MCO,3.0,-6.0
2014-05-01,WN,580,CMH,MDW,-7.0,-6.0
2014-11-15,AA,196,MIA,PHL,,-6.0
2014-01-22,UA,1700,DEN,AUS,-18.0,-6.0
2014-04-20,WN,595,BWI,SDF,-13.0,-6.0
2014-11-16,MQ,3530,BHM,MIA,-15.0,-6.0
2014-08-22,AA,2281,IND,DFW,-18.0,-6.0
2014-04-20,DL,885,GRR,ATL,-11.0,-6.0
2014-04-19,WN,1833,IND,PHX,-8.0,-6.0
2014-04-29,WN,23,DEN,MCI,-16.0,-6.0
2014-09-15,US,648,FLL,PHX,-15.0,-6.0
2014-05-22,AA,1484,AUS,DFW,-19.0,-6.0
2014-02-10,B6,325,JFK,TPA,-14.0,-6.0
2014-12-22,DL,1453,SEA,MSP,-18.0,-6.0
2014-04-04,B6,1686,PIT,BOS,-9.0,-6.0
2014-05-23,DL,312,ATL,CAK,-6.0,-6.0
2014-12-22,DL,2594,LGA,DEN,-43.0,-6.0
2014-11-24,WN,205,STL,DEN,-34.0,-6.0
2014-09-23,AA,1354,DFW,MCO,-6.0,-6.0
2014-04-05,MQ,2843,EVV,ORD,-4.0,-6.0
2014-05-20,EV,4687,EWR,DTW,-18.0,-6.0
2014-04-05,WN,808,PIT,HOU,-6.0,-6.0
2014-07-31,US,2087,DTW,CLT,-7.0,-6.0
2014-05-21,WN,835,FLL,MSY,-15.0,-6.0
2014-08-25,F9,448,IDA,DEN,-3.0,-6.0
2014-05-21,UA,384,IAH,OKC,4.0,-6.0
2014-12-19,UA,339,PDX,EWR,-15.0,-6.0
2014-05-27,DL,770,MCO,CVG,-11.0,-6.0
2014-05-26,WN,781,FLL,ISP,-10.0,-6.0
2014-04-01,AA,239,TPA,ORD,0.0,-6.0
2014-05-27,WN,1631,PHX,SAN,-13.0,-6.0
2014-11-06,DL,2503,TYS,ATL,-23.0,-6.0
2014-08-26,DL,1379,BHM,ATL,-14.0,-6.0
2014-03-31,AA,1146,DFW,AUS,-3.0,-6.0
2014-05-24,US,2080,FLL,CLT,-13.0,-6.0
2014-02-11,DL,2085,GEG,SLC,-31.0,-6.0
2014-05-24,DL,2522,RSW,ATL,0.0,-6.0
2014-09-24,EV,3823,EWR,STL,-13.0,-6.0
2014-11-25,EV,6143,CWA,ORD,6.0,-6.0
2014-11-07,AS,847,SAN,OGG,-43.0,-6.0
2014-08-17,HA,178,HNL,KOA,-6.0,-6.0
2014-10-06,F9,785,DEN,PDX,-20.0,-6.0
2014-08-19,OO,6426,SUN,DEN,-11.0,-6.0
2014-11-11,AS,448,SEA,LAX,0.0,-6.0
2014-04-10,MQ,2732,DFW,LAW,-14.0,-6.0
2014-05-13,DL,2623,ATL,CAE,1.0,-6.0
2014-09-27,AA,952,LAX,LAS,-13.0,-6.0
2014-04-09,DL,1124,ATL,RIC,-5.0,-6.0
2014-04-09,US,591,PHX,SJC,-10.0,-6.0
2014-09-14,AA,2493,MCO,JFK,-4.0,-6.0
2014-08-19,HA,112,HNL,OGG,-4.0,-6.0
2014-08-19,WN,3675,DCA,BNA,-11.0,-6.0
2014-08-06,OO,4479,SLC,DEN,-13.0,-6.0
2014-01-20,AA,2354,DFW,ONT,-11.0,-6.0
2014-11-11,OO,6287,SBA,SFO,-12.0,-6.0
2014-11-11,WN,681,CMH,BWI,-13.0,-6.0
2014-05-12,EV,5082,ATL,BMI,-11.0,-6.0
2014-07-31,AS,64,ANC,JNU,-1.0,-6.0
2014-01-19,HA,3,LAX,HNL,-10.0,-6.0
2014-10-05,UA,565,LAX,SFO,-22.0,-6.0
2014-04-07,DL,1349,ATL,CRW,-22.0,-6.0
2014-01-19,EV,4187,IAD,CMH,-16.0,-6.0
2014-04-06,DL,1723,BOS,DTW,-9.0,-6.0
2014-11-09,EV,5449,DTW,ELM,-13.0,-6.0
2014-01-19,EV,5308,ATL,MGM,-15.0,-6.0
2014-08-24,UA,209,MIA,EWR,-19.0,-6.0
2014-11-10,DL,1193,GSO,ATL,-27.0,-6.0
2014-01-26,OO,2594,LAX,SMF,-14.0,-6.0
2014-08-06,US,1988,SAT,CLT,-7.0,-6.0
2014-11-09,WN,2012,HOU,DAL,-7.0,-6.0
2014-11-09,US,1808,CLT,TPA,7.0,-6.0
2014-04-08,DL,1508,ORD,MSP,-26.0,-6.0
2014-04-08,AA,1249,SDF,DFW,-24.0,-6.0
2014-10-22,DL,2577,JFK,MSP,-8.0,-6.0
2014-03-06,WN,4118,OMA,LAS,-19.0,-6.0
2014-09-29,US,2197,LGA,DCA,-10.0,-6.0
2014-03-04,AA,2421,STT,MIA,-3.0,-6.0
2014-12-11,EV,5527,DTW,AVP,-8.0,-6.0
2014-01-12,AA,2461,LAX,DFW,-8.0,-6.0
2014-09-26,B6,148,LGB,OAK,-18.0,-6.0
2014-03-07,AA,259,SLC,DFW,-23.0,-6.0
2014-01-01,UA,1720,HNL,SFO,-27.0,-6.0
2014-07-15,EV,4511,EWR,ROC,-11.0,-6.0
2014-12-10,WN,663,BUR,LAS,-9.0,-6.0
2014-10-23,DL,2364,MSP,DCA,-13.0,-6.0
2014-02-22,DL,1521,ATL,DAY,-16.0,-6.0
2014-07-21,EV,5615,MDW,DTW,-15.0,-6.0
2014-10-25,HA,291,ITO,HNL,-6.0,-6.0
2014-10-01,AS,650,SEA,PHX,-19.0,-6.0
2014-03-09,AA,1143,DFW,LGA,-34.0,-6.0
2014-12-07,DL,367,DTW,GRR,-4.0,-6.0
2014-02-20,OO,6329,SFO,ACV,-7.0,-6.0
2014-06-29,MQ,2828,DFW,GRI,-13.0,-6.0
2014-02-20,OO,2621,ELP,LAX,-4.0,-6.0
2014-12-11,EV,6016,BNA,DEN,-23.0,-6.0
2014-07-12,OO,5337,MAF,DEN,-13.0,-6.0
2014-10-25,EV,6153,LNK,ORD,3.0,-6.0
2014-10-21,OO,7438,SLC,EKO,-5.0,-6.0
2014-07-02,DL,2497,PDX,ATL,-15.0,-6.0
2014-10-19,US,600,PDX,PHX,12.0,-6.0
2014-07-02,OO,2956,PHX,MRY,-13.0,-6.0
2014-07-02,WN,4398,DEN,TPA,-10.0,-6.0
2014-10-17,AA,1265,LAX,CMH,-20.0,-6.0
2014-03-07,MQ,2932,ORD,LSE,-5.0,-6.0
2014-12-10,WN,3280,OAK,SAN,-4.0,-6.0
2014-07-09,OO,4684,SEA,LAS,-11.0,-6.0
2014-07-13,EV,6189,TYS,ORD,-12.0,-6.0
2014-09-26,AA,1133,MIA,LGA,-14.0,-6.0
2014-10-21,EV,5665,IAH,GRK,-12.0,-6.0
2014-12-07,UA,1659,PDX,SFO,-1.0,-6.0
2014-09-30,AA,1573,TPA,DFW,-9.0,-6.0
2014-06-29,OO,5216,DEN,MTJ,-13.0,-6.0
2014-07-03,OO,6356,SFO,SLC,-16.0,-6.0
2014-10-22,OO,4718,MSP,DLH,3.0,-6.0
2014-02-28,AA,1569,DFW,OKC,-3.0,-6.0
2014-10-17,US,435,ATL,PHX,-17.0,-6.0
2014-02-27,US,1827,PHL,IAH,-20.0,-6.0
2014-07-13,WN,29,MDW,STL,-9.0,-6.0
2014-12-25,WN,1431,CHS,MDW,-22.0,-6.0
2014-08-11,US,509,GEG,PHX,-5.0,-6.0
2014-10-23,UA,589,ORD,IAH,-10.0,-6.0
2014-08-08,DL,2466,JFK,BOS,-26.0,-6.0
2014-03-03,DL,1901,BOS,ATL,3.0,-6.0
2014-10-08,DL,1549,HOU,ATL,-4.0,-6.0
2014-10-22,WN,659,ORF,BWI,32.0,-6.0
2014-07-06,WN,374,PVD,BWI,-26.0,-6.0
2014-10-26,DL,2078,SAN,SLC,-21.0,-6.0
2014-10-22,US,508,PHX,CMH,-3.0,-6.0
2014-10-18,MQ,3196,SAF,DFW,-10.0,-6.0
2014-07-06,AA,1467,ABQ,DFW,-5.0,-6.0
2014-07-11,HA,367,KOA,HNL,-8.0,-6.0
2014-07-18,B6,972,FLL,LGA,-6.0,-6.0
2014-07-01,AA,1289,DFW,PHL,-13.0,-6.0
2014-02-20,MQ,2812,DFW,EVV,-4.0,-6.0
2014-08-11,DL,2224,PHX,DTW,-25.0,-6.0
2014-02-20,MQ,3465,RDU,JFK,-9.0,-6.0
2014-12-10,EV,5236,MOB,ATL,-7.0,-6.0
2014-03-10,DL,993,MCO,LGA,-18.0,-6.0
2014-07-05,B6,1159,BOS,PHL,-34.0,-6.0
2014-10-26,EV,4320,IAH,TUL,-17.0,-6.0
2014-12-08,F9,141,DEN,SEA,-7.0,-6.0
2014-09-01,US,1733,SFO,CLT,-18.0,-6.0
2014-07-10,EV,5567,ATL,SGF,5.0,-6.0
2014-10-18,UA,1649,TPA,IAD,-19.0,-6.0
2014-12-05,AA,388,ORD,LGA,-11.0,-6.0
2014-12-05,AA,1079,CLT,DFW,-8.0,-6.0
2014-10-08,DL,2071,SLC,PHX,-9.0,-6.0
2014-07-16,MQ,3264,ORD,FWA,-4.0,-6.0
2014-03-03,UA,899,LAS,DEN,-11.0,-6.0
2014-12-04,UA,1142,PBI,EWR,-17.0,-6.0
2014-12-05,AA,1497,DFW,BNA,-9.0,-6.0
2014-03-05,US,2185,LGA,DCA,6.0,-6.0
2014-07-06,US,1926,LAX,PHL,-5.0,-6.0
2014-01-09,US,1940,BDL,CLT,-15.0,-6.0
2014-01-12,AA,99,DFW,SNA,-9.0,-6.0
2014-02-21,WN,3942,PHX,SAN,-8.0,-6.0
2014-12-07,OO,4562,MSP,XNA,-15.0,-5.0
2014-07-20,B6,453,JFK,PBI,-2.0,-5.0
2014-11-23,AA,1219,DCA,ORD,-19.0,-5.0
2014-08-24,OO,7373,SLC,SGU,-17.0,-5.0
2014-11-22,UA,841,JFK,LAX,-9.0,-5.0
2014-05-20,WN,4115,LAS,ONT,-7.0,-5.0
2014-04-07,WN,669,OMA,STL,2.0,-5.0
2014-05-15,OO,4478,BOI,SLC,-20.0,-5.0
2014-09-05,WN,4633,TPA,SJU,-7.0,-5.0
2014-10-01,WN,1972,HOU,PHX,-9.0,-5.0
2014-05-17,HA,257,KOA,HNL,-2.0,-5.0
2014-04-06,AA,289,BOS,ORD,-17.0,-5.0
2014-10-05,OO,4726,SLC,MFR,-22.0,-5.0
2014-05-17,EV,4567,VPS,IAH,-18.0,-5.0
2014-05-16,EV,5505,ATL,ICT,-4.0,-5.0
2014-04-06,VX,415,JFK,LAX,-1.0,-5.0
2014-08-06,AA,115,PDX,ORD,-6.0,-5.0
2014-07-09,AA,1475,DFW,AUS,-7.0,-5.0
2014-07-20,OO,5220,TUL,IAH,0.0,-5.0
2014-04-06,US,1841,PHL,CLT,-6.0,-5.0
2014-11-23,EV,2512,BRO,DFW,12.0,-5.0
2014-05-16,WN,552,LAX,PHX,-20.0,-5.0
2014-09-16,US,407,PHX,SFO,0.0,-5.0
2014-10-03,WN,3492,BWI,ISP,-12.0,-5.0
2014-05-18,DL,2564,MSP,SJC,0.0,-5.0
2014-11-10,OO,5477,LAX,CLD,2.0,-5.0
2014-09-13,AA,2297,AUS,DFW,-10.0,-5.0
2014-08-10,OO,6196,SAT,IAH,-3.0,-5.0
2014-11-23,OO,5173,AUS,IAH,-9.0,-5.0
2014-11-10,MQ,3214,RST,ORD,-5.0,-5.0
2014-11-09,UA,1280,IAH,MIA,-5.0,-5.0
2014-04-06,OO,7391,SLC,GCC,4.0,-5.0
2014-09-13,FL,135,DCA,MKE,-30.0,-5.0
2014-07-10,DL,2243,MSP,OMA,-11.0,-5.0
2014-10-02,DL,1786,ATL,LGA,19.0,-5.0
2014-01-17,OO,5600,BUR,SFO,30.0,-5.0
2014-10-22,MQ,2845,JAN,DFW,17.0,-5.0
2014-12-22,HA,296,HNL,OGG,-2.0,-5.0
2014-03-31,DL,861,FAR,MSP,-18.0,-5.0
2014-03-31,AS,471,LAX,SEA,-9.0,-5.0
2014-05-27,DL,553,SAT,ATL,-8.0,-5.0
2014-07-29,OO,6451,LAX,SMX,-13.0,-5.0
2014-07-30,UA,360,LAX,IAD,-28.0,-5.0
2014-10-22,EV,5765,GSP,IAD,3.0,-5.0
2014-05-25,AA,1566,MIA,ORD,-1.0,-5.0
2014-04-01,WN,184,BHM,DAL,-14.0,-5.0
2014-10-06,HA,279,KOA,HNL,-7.0,-5.0
2014-10-09,MQ,3278,DFW,BTR,2.0,-5.0
2014-05-26,OO,7363,SLC,TWF,-2.0,-5.0
2014-04-01,EV,5172,DTW,IAH,-26.0,-5.0
2014-02-04,EV,5737,IAD,CAE,-1.0,-5.0
2014-09-28,EV,5171,TRI,ATL,-9.0,-5.0
2014-05-29,OO,5232,FAT,SFO,3.0,-5.0
2014-10-09,MQ,3572,EYW,MIA,-18.0,-5.0
2014-07-05,DL,904,LGA,ATL,-20.0,-5.0
2014-09-23,B6,1635,SFO,LGB,-11.0,-5.0
2014-09-17,AA,1329,LAX,RDU,-23.0,-5.0
2014-03-02,US,1894,PBI,PHL,-3.0,-5.0
2014-11-06,EV,5693,IAD,PIT,-5.0,-5.0
2014-08-26,DL,2483,OKC,ATL,-3.0,-5.0
2014-01-17,VX,491,LAS,LAX,-12.0,-5.0
2014-12-19,MQ,2988,COU,DFW,-2.0,-5.0
2014-07-29,HA,144,LIH,HNL,-3.0,-5.0
2014-05-28,OO,4520,DEN,SLC,2.0,-5.0
2014-05-28,AS,631,PHX,SEA,-2.0,-5.0
2014-07-06,WN,1771,PHX,DTW,-9.0,-5.0
2014-05-21,AA,942,DFW,MSP,-15.0,-5.0
2014-04-04,DL,2582,BOS,DTW,-5.0,-5.0
2014-05-21,WN,1549,STL,MDW,-11.0,-5.0
2014-01-26,MQ,2981,DFW,LBB,-7.0,-5.0
2014-05-22,EV,5176,AEX,ATL,-7.0,-5.0
2014-02-28,AA,2250,EGE,JFK,-25.0,-5.0
2014-04-04,DL,1857,SLC,SEA,-9.0,-5.0
2014-02-10,AA,1254,SJU,MIA,-14.0,-5.0
2014-09-16,WN,997,PHX,SAN,-5.0,-5.0
2014-07-31,OO,5649,DEN,BUR,-6.0,-5.0
2014-12-28,US,514,IAH,MIA,-5.0,-5.0
2014-07-31,UA,1141,CLE,ORD,0.0,-5.0
2014-05-21,UA,514,SEA,IAH,-2.0,-5.0
2014-12-07,US,2105,BOS,DCA,-11.0,-5.0
2014-05-20,OO,5432,FAT,LAS,-7.0,-5.0
2014-08-18,EV,4863,AEX,IAH,-4.0,-5.0
2014-12-10,DL,1292,DTW,RSW,-28.0,-5.0
2014-08-25,WN,324,DAL,SAT,-5.0,-5.0
2014-04-02,WN,3158,LAX,SJC,-9.0,-5.0
2014-04-02,US,2010,PHL,RDU,-21.0,-5.0
2014-08-17,MQ,3273,MIA,JAX,-5.0,-5.0
2014-04-02,AS,561,LAX,PDX,13.0,-5.0
2014-05-24,AA,1286,DFW,OMA,-13.0,-5.0
2014-04-02,EV,4255,EWR,CHS,-4.0,-5.0
2014-08-25,WN,626,AUS,DEN,-17.0,-5.0
2014-09-21,DL,2519,VPS,ATL,6.0,-5.0
2014-09-09,WN,746,SJC,SNA,-9.0,-5.0
2014-05-22,US,706,LAS,CLT,-4.0,-5.0
2014-10-17,US,1878,DCA,MCO,-12.0,-5.0
2014-12-07,UA,1111,SFO,DEN,6.0,-5.0
2014-04-03,DL,89,SAN,SLC,-9.0,-5.0
2014-10-19,B6,1099,LGA,MCO,-14.0,-5.0
2014-12-21,HA,143,HNL,LIH,1.0,-5.0
2014-12-28,DL,2518,PDX,ATL,-12.0,-5.0
2014-12-10,WN,4479,BNA,MDW,-13.0,-5.0
2014-02-22,F9,702,DEN,MSY,-8.0,-5.0
2014-04-18,WN,288,DAL,STL,-7.0,-5.0
2014-08-09,UA,422,SFO,PIT,-10.0,-5.0
2014-09-15,EV,5454,DTW,GSO,-11.0,-5.0
2014-05-01,MQ,3336,CID,DFW,-4.0,-5.0
2014-10-04,DL,427,JFK,LAS,-26.0,-5.0
2014-10-18,DL,1318,ATL,TPA,-19.0,-5.0
2014-12-20,OO,5318,CMX,ORD,0.0,-5.0
2014-11-19,AA,1479,CLT,DFW,-12.0,-5.0
2014-04-20,AA,1624,LAX,ORD,-2.0,-5.0
2014-08-09,OO,4546,SLC,MSO,-12.0,-5.0
2014-07-18,FL,53,ATL,DCA,-18.0,-5.0
2014-01-23,DL,2352,FLL,ATL,-8.0,-5.0
2014-04-17,OO,5483,DEN,SLC,-23.0,-5.0
2014-11-19,VX,161,EWR,LAX,-2.0,-5.0
2014-08-09,US,550,FLL,CLT,18.0,-5.0
2014-05-03,AA,2306,DFW,MKE,-3.0,-5.0
2014-07-19,US,2023,MSP,PHX,-1.0,-5.0
2014-11-14,EV,5391,MDW,DTW,-19.0,-5.0
2014-05-04,WN,2935,MSP,MCO,-21.0,-5.0
2014-05-04,AA,1264,DFW,DAY,2.0,-5.0
2014-02-23,DL,1661,ATL,PHL,-20.0,-5.0
2014-07-15,EV,6160,ORD,CVG,-14.0,-5.0
2014-08-21,OO,5606,SFO,FAT,3.0,-5.0
2014-08-04,WN,230,TPA,MKE,-21.0,-5.0
2014-08-04,WN,1133,LIT,DAL,-4.0,-5.0
2014-08-09,US,1721,PHL,MSY,4.0,-5.0
2014-05-03,OO,5290,ORD,AVL,-14.0,-5.0
2014-05-02,MQ,3053,DFW,MHK,3.0,-5.0
2014-04-18,B6,1786,PIT,BOS,-12.0,-5.0
2014-04-25,WN,3385,MAF,DAL,-9.0,-5.0
2014-08-05,UA,1194,LAX,DEN,-27.0,-5.0
2014-09-06,VX,908,SFO,LAS,-14.0,-5.0
2014-10-18,UA,403,DEN,SNA,-21.0,-5.0
2014-04-26,OO,6522,LAX,PHX,-11.0,-5.0
2014-02-03,OO,5353,PDX,EUG,-11.0,-5.0
2014-04-26,DL,2464,PDX,ATL,-9.0,-5.0
2014-04-22,WN,493,HOU,TPA,-18.0,-5.0
2014-04-24,B6,394,MCO,HPN,-7.0,-5.0
2014-09-04,DL,1219,LAX,OGG,-4.0,-5.0
2014-04-24,EV,5121,DTW,CLE,-22.0,-5.0
2014-02-20,DL,2495,JFK,SAN,-32.0,-5.0
2014-11-18,AA,1133,MIA,LGA,2.0,-5.0
2014-09-29,DL,142,MSP,DTW,-13.0,-5.0
2014-08-05,EV,5209,LEX,ATL,-3.0,-5.0
2014-01-05,DL,1620,OMA,MSP,-25.0,-5.0
