FlightDate,Airline,Origin,Dest,ArrDelay,DepDelay,Cancelled,Distance

2019-07-02,AA,DFW,TPA,0.0,-3.0,False,929.0

2019-07-07,WN,TPA,ALB,1.0,-3.0,False,1130.0

2019-12-24,B6,BOS,RSW,-52.0,-3.0,False,1249.0

2019-05-18,UA,ORD,SMF,9.0,-3.0,False,1781.0

2019-07-08,WN,ISP,PBI,-10.0,-3.0,False,1052.0

2019-07-23,WN,OAK,PHX,-13.0,-3.0,False,646.0

2019-07-24,WN,HOU,PHX,-18.0,-3.0,False,1020.0

2019-10-08,YV,STL,IAD,-11.0,-3.0,False,696.0

2019-07-30,WN,SEA,SAN,-8.0,-3.0,False,1050.0

2019-02-22,MQ,DFW,SGF,-3.0,-3.0,False,364.0

2019-07-04,AA,DFW,AUS,-8.0,-3.0,False,190.0

2019-07-01,AA,CLT,PWM,5.0,-3.0,False,813.0

2019-03-06,AA,CLT,ORF,2.0,-3.0,False,290.0

2019-12-06,B6,SYR,MCO,18.0,-3.0,False,1053.0

2019-05-21,UA,ORD,SRQ,-15.0,-3.0,False,1050.0

2019-07-25,WN,STL,BOS,-13.0,-3.0,False,1047.0

2019-10-14,YV,IAH,ICT,24.0,-3.0,False,542.0

2019-12-03,F9,ORF,MCO,-23.0,-3.0,False,655.0

2019-12-28,DL,ANC,MSP,6.0,-3.0,False,2519.0

2019-07-10,DL,ATL,STL,-13.0,-3.0,False,484.0

2019-02-25,WN,LAS,DAL,-7.0,-3.0,False,1067.0

2019-03-19,YX,MIA,STL,-1.0,-3.0,False,1068.0

2019-07-10,WN,ONT,OAK,-14.0,-3.0,False,362.0

2019-07-16,OO,ILM,ATL,-11.0,-3.0,False,377.0

2019-04-13,YX,PHL,IND,-10.0,-3.0,False,588.0

2019-07-23,DL,LAX,DEN,-13.0,-3.0,False,862.0

2019-10-21,WN,BUR,SJC,-3.0,-3.0,False,296.0

2019-07-28,DL,RDU,ATL,-19.0,-3.0,False,356.0

2019-04-25,YX,BZN,ORD,-25.0,-3.0,False,1186.0

2019-07-07,OO,ATL,GTR,-21.0,-3.0,False,241.0

2019-07-30,OO,FWA,ATL,-19.0,-3.0,False,508.0

2019-07-02,WN,OAK,SEA,1.0,-3.0,False,672.0

2019-02-02,UA,IAH,SAN,-22.0,-3.0,False,1303.0

2019-07-16,F9,PHL,ATL,-30.0,-3.0,False,666.0

2019-10-03,WN,ABQ,LAX,0.0,-3.0,False,677.0

2019-07-28,G7,AZO,DTW,-17.0,-3.0,False,113.0

2019-07-15,G7,DTW,ELM,-14.0,-3.0,False,332.0

2019-05-25,ZW,ORD,DAY,-15.0,-3.0,False,240.0

2019-07-10,9E,DTW,TYS,-12.0,-3.0,False,443.0

2019-08-02,9E,DTW,CVG,-8.0,-3.0,False,229.0

2019-05-26,C5,PWM,IAD,-16.0,-3.0,False,493.0

2019-12-16,DL,MIA,ATL,-19.0,-3.0,False,594.0

2019-10-04,WN,SDF,DEN,-12.0,-3.0,False,1024.0

2019-03-26,YX,MIA,MSY,-7.0,-3.0,False,675.0

2019-12-09,YV,JAN,DFW,-11.0,-3.0,False,408.0

2019-03-10,AA,AUS,DFW,-9.0,-3.0,False,190.0

2019-07-02,OO,MSP,SDF,30.0,-3.0,False,604.0

2019-02-01,9E,CMH,DTW,1.0,-3.0,False,155.0

2019-05-31,QX,PDX,GEG,-11.0,-3.0,False,279.0

2019-07-31,DL,ORF,ATL,-5.0,-3.0,False,516.0

2019-10-04,WN,CMH,LAS,-8.0,-3.0,False,1771.0

2019-10-18,AA,LAX,JFK,-24.0,-3.0,False,2475.0

2019-05-27,DL,DTW,DFW,-12.0,-3.0,False,986.0

2019-12-21,MQ,DFW,GRK,-12.0,-3.0,False,134.0

2019-12-08,WN,DTW,STL,-16.0,-3.0,False,440.0

2019-04-03,DL,GSP,ATL,-9.0,-3.0,False,153.0

2019-08-25,AA,PHX,SLC,-8.0,-3.0,False,507.0

2019-04-02,DL,SEA,LAX,-19.0,-3.0,False,954.0

2019-04-09,DL,TPA,DTW,-15.0,-3.0,False,983.0

2019-05-21,AA,CLT,MEM,-16.0,-3.0,False,511.0

2019-12-12,WN,DEN,AUS,-10.0,-3.0,False,775.0

2019-05-05,DL,ATL,BTV,-23.0,-3.0,False,961.0

2019-05-06,DL,ATL,SDF,-5.0,-3.0,False,321.0

2019-12-09,WN,SAN,SMF,-6.0,-3.0,False,480.0

2019-12-09,WN,PBI,BWI,-2.0,-3.0,False,883.0

2019-05-18,AA,CLT,MCI,6.0,-3.0,False,808.0

2019-10-28,AA,JFK,ORD,-25.0,-3.0,False,740.0

2019-12-28,WN,DAL,HOU,-15.0,-3.0,False,239.0

2019-05-11,AA,FLL,CLT,-18.0,-3.0,False,632.0

2019-03-17,DL,DFW,ATL,-18.0,-3.0,False,731.0

2019-10-22,AA,ORD,LGA,-2.0,-3.0,False,733.0

2019-04-09,G7,RDU,DCA,-26.0,-3.0,False,227.0

2019-03-31,OO,SBN,DTW,4.0,-3.0,False,157.0

2019-10-18,OO,MBS,ORD,-12.0,-3.0,False,222.0

2019-12-07,WN,DAL,HOU,-26.0,-3.0,False,239.0

2019-02-25,WN,PDX,MCI,-28.0,-3.0,False,1482.0

2019-12-04,WN,MHT,BWI,-18.0,-3.0,False,377.0

2019-05-12,WN,TPA,BWI,-11.0,-3.0,False,842.0

2019-12-05,AA,OGG,PHX,-29.0,-3.0,False,2845.0

2019-04-11,G7,DTW,STL,5.0,-3.0,False,440.0

2019-02-17,DL,ATL,LAX,20.0,-3.0,False,1947.0

2019-02-23,WN,BOS,DAL,5.0,-3.0,False,1554.0

2019-12-31,OO,LAX,SCK,-22.0,-3.0,False,315.0

2019-05-08,AA,AUS,LAX,5.0,-3.0,False,1242.0

2019-05-23,AA,DFW,BNA,3.0,-3.0,False,631.0

2019-05-10,DL,ATL,RDU,-16.0,-3.0,False,356.0

2019-05-17,AA,MYR,CLT,7.0,-3.0,False,157.0

2019-03-18,OO,DFW,ECP,-7.0,-3.0,False,685.0

2019-03-29,OO,SLC,PSP,-12.0,-3.0,False,541.0

2019-12-19,AA,DFW,SAT,-14.0,-3.0,False,247.0

2019-05-29,AA,LAX,PHL,39.0,-3.0,False,2402.0

2019-05-07,AA,SFO,DFW,-8.0,-3.0,False,1464.0

2019-02-10,WN,ATL,LGA,-16.0,-3.0,False,762.0

2019-04-07,DL,SLC,BOI,-7.0,-3.0,False,290.0

2019-10-11,AA,CLT,LAS,6.0,-3.0,False,1916.0

2019-10-18,AA,CLT,IND,-10.0,-3.0,False,427.0

2019-03-13,DL,ATL,AVP,-17.0,-3.0,False,714.0

2019-12-30,NK,ATL,DTW,-11.0,-3.0,False,594.0

2019-02-25,EM,HNL,JHM,0.0,-3.0,False,84.0

2019-05-02,DL,STL,SLC,-3.0,-3.0,False,1156.0

2019-05-01,DL,DFW,ATL,-6.0,-3.0,False,731.0

2019-12-08,UA,IAD,LAX,9.0,-3.0,False,2288.0

2019-10-01,AA,PVD,PHL,1.0,-3.0,False,237.0

2019-10-18,AA,CLT,PBI,10.0,-3.0,False,590.0

2019-03-29,DL,SMF,ATL,-29.0,-3.0,False,2092.0

2019-05-17,9E,RDU,EWR,-4.0,-3.0,False,416.0

2019-12-18,OH,CID,CLT,11.0,-3.0,False,742.0

2019-10-29,AA,CLT,DEN,17.0,-3.0,False,1337.0

2019-02-04,WN,HOU,MCO,-15.0,-3.0,False,849.0

2019-12-27,OH,CLT,CID,5.0,-3.0,False,742.0

2019-12-14,UA,IAD,SJU,-5.0,-3.0,False,1571.0

2019-10-04,AA,DFW,MCO,-7.0,-3.0,False,985.0

2019-03-09,DL,ATL,EGE,2.0,-3.0,False,1312.0

2019-10-03,AA,DCA,MIA,-15.0,-3.0,False,919.0

2019-05-25,DL,FLL,DTW,-12.0,-3.0,False,1127.0

2019-05-24,DL,BNA,ATL,-13.0,-3.0,False,214.0

2019-05-24,DL,ATL,DSM,-11.0,-3.0,False,743.0

2019-02-13,DL,MCO,ATL,-15.0,-3.0,False,404.0

2019-02-21,DL,DTW,ATL,-24.0,-3.0,False,594.0

2019-02-22,DL,HSV,ATL,-15.0,-3.0,False,151.0

2019-12-08,AA,PHX,PIT,-24.0,-3.0,False,1814.0

2019-12-16,AA,CLT,BWI,-8.0,-3.0,False,361.0

2019-12-05,MQ,DFW,FAR,-13.0,-3.0,False,968.0

2019-05-10,MQ,DFW,GJT,7.0,-3.0,False,773.0

2019-12-03,NK,FLL,CLT,-11.0,-3.0,False,632.0

2019-10-01,PT,MGM,CLT,-8.0,-3.0,False,372.0

2019-12-31,NK,FLL,IAH,-5.0,-3.0,False,966.0

2019-12-25,UA,SAN,IAH,-16.0,-3.0,False,1303.0

2019-04-08,DL,PBI,ATL,-5.0,-3.0,False,545.0

2019-04-14,DL,BWI,ATL,22.0,-3.0,False,577.0

2019-03-26,DL,JFK,DEN,-51.0,-3.0,False,1626.0

2019-05-30,MQ,CHA,DFW,-6.0,-3.0,False,695.0

2019-03-31,DL,ATL,DAL,-15.0,-3.0,False,721.0

2019-12-14,PT,PHL,RIC,-2.0,-3.0,False,198.0

2019-07-29,UA,SFO,CLE,1.0,-3.0,False,2161.0

2019-03-07,AA,LAX,PHX,-15.0,-3.0,False,370.0

2019-07-14,YX,EWR,RAP,-22.0,-3.0,False,1489.0

2019-07-31,YX,IAH,XNA,-20.0,-3.0,False,438.0

2019-10-07,YX,MSP,MIA,-2.0,-3.0,False,1501.0

2019-03-04,AA,ORD,SEA,-12.0,-3.0,False,1721.0

2019-03-29,UA,ORD,LGA,-14.0,-3.0,False,733.0

2019-10-07,YX,PIT,BOS,-11.0,-3.0,False,496.0

2019-02-09,YX,DCA,MYR,0.0,-3.0,False,372.0

2019-05-16,OO,MSP,DLH,-16.0,-3.0,False,144.0

2019-12-18,CP,ELP,LAX,-17.0,-3.0,False,715.0

2019-05-31,OH,CLT,XNA,-4.0,-3.0,False,754.0

2019-07-27,YX,AVL,LGA,23.0,-3.0,False,599.0

2019-05-24,OH,DCA,RDU,1.0,-3.0,False,227.0

2019-04-28,DL,ATL,SAV,-5.0,-3.0,False,214.0

2019-12-06,9E,JFK,RDU,-27.0,-3.0,False,427.0

2019-08-10,AA,CLT,SYR,-7.0,-3.0,False,603.0

2019-12-27,9E,LGA,ORF,-23.0,-3.0,False,296.0

2019-03-27,PT,PHL,SCE,2.0,-3.0,False,153.0

2019-02-14,YX,CLT,MSY,-8.0,-3.0,False,651.0

2019-10-14,WN,SJC,LAX,-19.0,-3.0,False,308.0

2019-02-06,WN,MDW,MSY,-20.0,-3.0,False,825.0

2019-03-08,AA,PHX,LAX,-8.0,-3.0,False,370.0

2019-02-28,WN,STL,DAL,12.0,-3.0,False,546.0

2019-12-31,YX,MCI,DTW,-8.0,-3.0,False,629.0

2019-07-27,OH,SDF,CLT,-13.0,-3.0,False,335.0

2019-02-24,AA,LAS,LAX,-4.0,-3.0,False,236.0

2019-07-18,UA,DEN,IAD,-4.0,-3.0,False,1452.0

2019-07-19,UA,ORD,DCA,-8.0,-3.0,False,612.0

2019-10-13,WN,MCI,ATL,-18.0,-3.0,False,692.0

2019-12-23,AA,BOS,JFK,-18.0,-3.0,False,187.0

2019-03-15,UA,CLT,ORD,3.0,-3.0,False,599.0

2019-10-25,YX,STL,LGA,-20.0,-3.0,False,888.0

2019-12-16,AA,LGA,ORD,9.0,-3.0,False,733.0

2019-02-07,QX,OAK,SEA,7.0,-3.0,False,672.0

2019-02-21,AA,CLT,BNA,-17.0,-3.0,False,328.0

2019-12-09,DL,PBI,ATL,-7.0,-3.0,False,545.0

2019-03-26,UA,IAD,FLL,-17.0,-3.0,False,901.0

2019-07-12,UA,ORD,SFO,-30.0,-3.0,False,1846.0

2019-10-30,WN,TUS,MDW,-32.0,-3.0,False,1440.0

2019-05-23,WN,SAN,SLC,-12.0,-3.0,False,626.0

2019-05-24,WN,BOS,DEN,-12.0,-3.0,False,1754.0

2019-03-10,OO,ABQ,DEN,-2.0,-3.0,False,349.0

2019-12-21,OO,DEN,EAR,-6.0,-3.0,False,305.0

2019-02-05,AA,DFW,TPA,-13.0,-3.0,False,929.0

2019-12-19,AA,SAN,PHX,2.0,-3.0,False,304.0

2019-02-23,AA,DFW,TPA,16.0,-3.0,False,929.0

2019-04-07,F9,BUF,MCO,-3.0,-3.0,False,1011.0

2019-05-19,WN,MCO,PHL,0.0,-3.0,False,861.0

2019-12-11,OO,PHX,LAX,-15.0,-3.0,False,370.0

2019-03-18,OO,BRD,MSP,-16.0,-3.0,False,114.0

2019-12-28,OO,RNO,SFO,-23.0,-3.0,False,192.0

2019-08-22,AA,PHX,LAS,-10.0,-3.0,False,255.0

2019-08-04,AA,MSY,MIA,1.0,-3.0,False,675.0

2019-05-27,WN,BNA,BOS,-5.0,-3.0,False,942.0

2019-12-29,OO,PDX,SEA,-15.0,-3.0,False,129.0

2019-04-24,DL,SLC,CLT,-17.0,-3.0,False,1727.0

2019-12-21,OO,MKE,DEN,-47.0,-3.0,False,896.0

2019-10-28,OO,DTW,BUF,-13.0,-3.0,False,241.0

2019-07-30,NK,FLL,GSO,3.0,-3.0,False,691.0

2019-03-23,OO,PIA,ATL,-22.0,-3.0,False,565.0

2019-07-14,B6,JAX,JFK,5.0,-3.0,False,828.0

2019-07-18,B6,JFK,FLL,-20.0,-3.0,False,1069.0

2019-07-06,B6,MCO,ALB,16.0,-3.0,False,1073.0

2019-03-26,OO,ORD,IND,-11.0,-3.0,False,177.0

2019-08-03,AA,DFW,BWI,4.0,-3.0,False,1217.0

2019-05-18,OH,CLT,TLH,-7.0,-3.0,False,386.0

2019-05-14,OH,CLT,TRI,-21.0,-3.0,False,119.0

2019-10-21,NK,BWI,BOS,0.0,-3.0,False,369.0

2019-08-17,AA,CVG,DFW,-14.0,-3.0,False,812.0

2019-03-16,F9,DEN,TPA,-14.0,-3.0,False,1506.0

2019-03-30,AS,PDX,SNA,-18.0,-3.0,False,859.0

2019-02-27,EV,CVG,EWR,-20.0,-3.0,False,569.0

2019-07-22,QX,SFO,SEA,-11.0,-3.0,False,679.0

2019-05-20,DL,BDL,ATL,-7.0,-3.0,False,859.0

2019-10-04,OO,TUS,IAH,-10.0,-3.0,False,936.0

2019-02-28,AA,SAN,ORD,-24.0,-3.0,False,1723.0

2019-08-15,AA,BOS,ORD,0.0,-3.0,False,867.0

2019-12-16,OO,ORD,CLE,12.0,-3.0,False,315.0

2019-02-12,EV,MLU,IAH,-1.0,-3.0,False,262.0

2019-05-20,WN,TPA,MEM,-1.0,-3.0,False,655.0

2019-11-29,WN,BWI,ABQ,-6.0,-3.0,False,1670.0

2019-10-28,MQ,DFW,CMI,-10.0,-3.0,False,692.0

2019-01-01,WN,OMA,PHX,-4.0,-3.0,False,1037.0

2019-08-06,NK,SAN,LAS,-17.0,-3.0,False,258.0

2019-10-02,MQ,RST,ORD,29.0,-3.0,False,268.0

2019-09-14,YX,ATL,EWR,-13.0,-3.0,False,746.0

2019-11-05,WN,MCO,SJU,-10.0,-3.0,False,1189.0

2019-01-31,MQ,ORD,GRR,72.0,-3.0,False,137.0

2019-06-13,DL,ATL,LIT,-10.0,-3.0,False,453.0

2019-11-21,DL,SDF,ATL,-18.0,-3.0,False,321.0

2019-08-15,WN,MSY,MDW,-18.0,-3.0,False,825.0

2019-01-03,WN,BNA,BWI,-16.0,-3.0,False,587.0

2019-09-20,YX,EWR,DTW,-23.0,-3.0,False,488.0

2019-01-28,WN,DAL,MEM,-8.0,-3.0,False,423.0

2019-06-14,9E,SYR,JFK,-9.0,-3.0,False,209.0

2019-04-19,AS,SAN,PDX,-15.0,-3.0,False,933.0

2019-11-09,UA,ORD,PBI,-22.0,-3.0,False,1143.0

2019-06-26,B6,HPN,TPA,-10.0,-3.0,False,1032.0

2019-11-27,WN,OMA,SAN,2.0,-3.0,False,1313.0

2019-11-21,WN,FLL,BWI,-7.0,-3.0,False,925.0

2019-11-17,WN,SAN,SMF,-20.0,-3.0,False,480.0

2019-01-19,WN,HOU,SDF,-19.0,-3.0,False,803.0

2019-11-06,WN,CMH,BOS,-20.0,-3.0,False,640.0

2019-06-14,DL,ATL,ECP,-17.0,-3.0,False,240.0

2019-04-11,AA,CAE,DFW,-12.0,-3.0,False,922.0

2019-08-07,WN,MKE,DCA,4.0,-3.0,False,634.0

2019-01-28,PT,PHL,BWI,-6.0,-3.0,False,90.0

2019-06-03,DL,LAX,OGG,-25.0,-3.0,False,2486.0

2019-01-17,AA,MIA,LGA,-4.0,-3.0,False,1096.0

2019-01-04,AA,MIA,BOS,-21.0,-3.0,False,1258.0

2019-01-19,AA,TUS,DFW,-12.0,-3.0,False,813.0

2019-11-07,WN,ALB,BWI,-17.0,-3.0,False,289.0

2019-09-06,YV,PHX,MRY,-5.0,-3.0,False,598.0

2019-11-06,UA,SFO,PHX,-12.0,-3.0,False,651.0

2019-01-23,MQ,AEX,DFW,-1.0,-3.0,False,285.0

2019-06-19,DL,SAV,ATL,0.0,-3.0,False,214.0

2019-01-06,MQ,LGA,PIT,-2.0,-3.0,False,335.0

2019-06-18,DL,MSP,LGA,-10.0,-3.0,False,1020.0

2019-08-10,DL,PVD,ATL,-14.0,-3.0,False,903.0

2019-01-13,CP,LAX,RDM,-16.0,-3.0,False,726.0

2019-09-26,YV,IAD,PIT,-9.0,-3.0,False,182.0

2019-04-13,WN,LAS,LIT,-12.0,-3.0,False,1294.0

2019-06-25,DL,ATL,MKE,-8.0,-3.0,False,669.0

2019-06-26,DL,BUF,DTW,-17.0,-3.0,False,241.0

2019-11-17,UA,TPA,IAD,-1.0,-3.0,False,811.0

2019-09-08,AA,LGA,MIA,-34.0,-3.0,False,1096.0

2019-11-17,UA,DEN,CID,7.0,-3.0,False,692.0

2019-08-25,DL,SLC,BWI,-23.0,-3.0,False,1865.0

2019-08-26,DL,LAX,DTW,-23.0,-3.0,False,1979.0

2019-08-06,DL,ATL,CAE,-8.0,-3.0,False,192.0

2019-10-23,OH,PIA,CLT,0.0,-3.0,False,607.0

2019-03-03,YV,DFW,LFT,2.0,-3.0,False,351.0

2019-08-06,DL,JFK,LAX,-6.0,-3.0,False,2475.0

2019-09-20,OO,ATL,ORD,-32.0,-3.0,False,606.0

2019-10-29,OH,CLT,RIC,7.0,-3.0,False,257.0

2019-04-27,EV,BUF,EWR,-7.0,-3.0,False,282.0

2019-03-20,NK,MCI,LAX,-33.0,-3.0,False,1363.0

2019-01-26,OH,CLT,CLE,-11.0,-3.0,False,430.0

2019-08-14,DL,JFK,LAX,10.0,-3.0,False,2475.0

2019-01-12,OH,CLT,DAB,-8.0,-3.0,False,416.0

2019-04-13,EV,RIC,IAD,-6.0,-3.0,False,100.0

2019-01-12,G4,BLI,OAK,1.0,-3.0,False,764.0

2019-09-01,OO,SLC,ONT,-18.0,-3.0,False,558.0

2019-08-16,DL,LGA,MIA,10.0,-3.0,False,1096.0

2019-08-18,OO,DAY,MSP,-26.0,-3.0,False,574.0

2019-08-16,DL,DTW,DFW,1.0,-3.0,False,986.0

2019-04-14,UA,IAD,PHX,24.0,-3.0,False,1956.0

2019-08-23,OH,GPT,CLT,-13.0,-3.0,False,577.0

2019-09-14,PT,TYS,CLT,-17.0,-3.0,False,177.0

2019-09-06,PT,CLT,MDT,-4.0,-3.0,False,413.0

2019-01-05,WN,LAX,RNO,-11.0,-3.0,False,391.0

2019-06-23,9E,PIT,JFK,-11.0,-3.0,False,340.0

2019-11-16,WN,ATL,IAD,-9.0,-3.0,False,534.0

2019-08-24,WN,DAL,HOU,-4.0,-3.0,False,239.0

2019-04-22,AS,SMF,SEA,-1.0,-3.0,False,605.0

2019-06-01,9E,LEX,MSP,-31.0,-3.0,False,650.0

2019-01-20,WN,SJU,MCO,-17.0,-3.0,False,1189.0

2019-01-24,WN,DAL,AUS,-17.0,-3.0,False,189.0

2019-03-27,AA,MIA,SFO,22.0,-3.0,False,2585.0

2019-09-19,OO,SLC,TUL,-6.0,-3.0,False,926.0

2019-09-19,OO,DTW,TVC,-14.0,-3.0,False,207.0

2019-01-31,WN,LAS,OAK,6.0,-3.0,False,407.0

2019-09-05,OO,LNK,MSP,-14.0,-3.0,False,331.0

2019-11-27,UA,EWR,IAD,-20.0,-3.0,False,212.0

2019-06-01,OH,PNS,CLT,-7.0,-3.0,False,488.0

2019-01-22,WN,OAK,LAX,-25.0,-3.0,False,337.0

2019-06-06,OH,CLT,ABE,-7.0,-3.0,False,481.0

2019-01-10,OO,SLC,RDM,-23.0,-3.0,False,525.0

2019-11-05,OO,DEN,DFW,-15.0,-3.0,False,641.0

2019-06-30,YV,IAH,CMH,-12.0,-3.0,False,986.0

2019-11-29,NK,FLL,EWR,-9.0,-3.0,False,1065.0

2019-04-28,WN,BWI,SAT,-15.0,-3.0,False,1407.0

2019-08-03,MQ,JFK,CVG,22.0,-3.0,False,589.0

2019-06-24,YX,LGA,BOS,-20.0,-3.0,False,184.0

2019-08-24,QX,STS,SEA,-3.0,-3.0,False,618.0

2019-06-02,YX,BRO,IAH,-5.0,-3.0,False,308.0

2019-06-13,YX,AUS,MIA,-14.0,-3.0,False,1103.0

2019-11-04,OO,DEN,GCC,-13.0,-3.0,False,313.0

2019-01-03,QX,MFR,SEA,-13.0,-3.0,False,352.0

2019-04-02,C5,EWR,IND,-19.0,-3.0,False,645.0

2019-09-12,B6,JFK,MVY,-5.0,-3.0,False,173.0

2019-08-06,UA,DEN,DTW,-11.0,-3.0,False,1123.0

2019-01-10,QX,SEA,SFO,-8.0,-3.0,False,679.0

2019-09-08,DL,ATL,LGA,-5.0,-3.0,False,762.0

2019-04-21,WN,PHL,TPA,-20.0,-3.0,False,920.0

2019-08-11,MQ,DFW,XNA,-9.0,-3.0,False,280.0

2019-11-05,MQ,DFW,MFE,0.0,-3.0,False,469.0

2019-01-04,AS,SEA,ATL,-9.0,-3.0,False,2182.0

2019-06-26,ZW,COS,ORD,10.0,-3.0,False,911.0

2019-09-24,DL,ATL,PIT,-11.0,-3.0,False,526.0

2019-08-14,YX,BOS,LGA,55.0,-3.0,False,184.0

2019-04-25,WN,ABQ,PHX,-20.0,-3.0,False,328.0

2019-06-28,QX,SEA,MFR,1.0,-3.0,False,352.0

2019-09-25,DL,ATL,STL,21.0,-3.0,False,484.0

2019-04-02,WN,AUS,DAL,-18.0,-3.0,False,189.0

2019-09-13,DL,ATL,OAK,-24.0,-3.0,False,2130.0

2019-06-29,AS,SEA,IAD,-17.0,-3.0,False,2306.0

2019-01-20,OO,SLC,PSP,-7.0,-3.0,False,541.0

2019-04-25,WN,DTW,MDW,-11.0,-3.0,False,228.0

2019-08-21,AS,EWR,SEA,8.0,-3.0,False,2402.0

2019-06-15,NK,DTW,FLL,4.0,-3.0,False,1127.0

2019-06-24,YX,DCA,MEM,-1.0,-3.0,False,762.0

2019-04-14,WN,SFO,LAS,-21.0,-3.0,False,414.0

2019-09-18,DL,MSP,DTW,0.0,-3.0,False,528.0

2019-06-21,NK,LAS,SAN,4.0,-3.0,False,258.0

2019-08-09,YX,EWR,CLT,-4.0,-3.0,False,529.0

2019-11-15,QX,SEA,PDX,-7.0,-3.0,False,129.0

2019-11-11,OH,TYS,PHL,-19.0,-3.0,False,554.0

2019-08-09,QX,RNO,SEA,3.0,-3.0,False,564.0

2019-09-07,DL,ABE,ATL,-15.0,-3.0,False,692.0

2019-11-11,QX,RNO,PDX,-6.0,-3.0,False,444.0

2019-09-22,MQ,ORD,CVG,-12.0,-3.0,False,264.0

2019-09-04,C5,EWR,CAK,15.0,-3.0,False,382.0

2019-09-26,UA,DEN,PDX,1.0,-3.0,False,991.0

2019-06-08,DL,DTW,DCA,-15.0,-3.0,False,405.0

2019-01-08,AA,ORD,CLT,-9.0,-3.0,False,599.0

2019-01-14,AA,ORD,CLT,-11.0,-3.0,False,599.0

2019-01-01,AA,PHX,HNL,-57.0,-3.0,False,2917.0

2019-01-27,AA,CLT,BDL,-19.0,-3.0,False,644.0

2019-11-20,YV,CHS,IAH,2.0,-3.0,False,925.0

2019-08-23,WN,BNA,RDU,-12.0,-3.0,False,442.0

2019-04-04,WN,BUR,PHX,-4.0,-3.0,False,369.0

2019-01-15,AA,DFW,PDX,-27.0,-3.0,False,1616.0

2019-08-01,WN,ICT,PHX,-18.0,-3.0,False,870.0

2019-06-22,DL,ATL,RDU,-16.0,-3.0,False,356.0

2019-09-16,NK,MCO,SJU,0.0,-3.0,False,1189.0

2019-08-01,WN,ONT,PHX,-11.0,-3.0,False,325.0

2019-06-07,DL,DTW,DCA,3.0,-3.0,False,405.0

2019-11-09,OO,BNA,ORD,-16.0,-3.0,False,409.0

2019-08-03,UA,SEA,IAD,-20.0,-3.0,False,2306.0

2019-01-28,AA,SMF,DFW,-24.0,-3.0,False,1431.0

2019-01-19,AA,BOS,LAX,-40.0,-3.0,False,2611.0

2019-01-16,AA,SAT,DFW,7.0,-3.0,False,247.0

2019-08-21,YV,OMA,IAH,0.0,-3.0,False,781.0

2019-09-21,DL,ATL,DAY,-5.0,-3.0,False,432.0

2019-06-03,UA,DEN,PDX,-14.0,-3.0,False,991.0

2019-08-01,MQ,DFW,GRK,-12.0,-3.0,False,134.0

2019-11-06,YX,ORD,ICT,2.0,-3.0,False,588.0

2019-11-07,MQ,ORD,BUF,4.0,-3.0,False,473.0

2019-01-26,QX,GEG,SEA,7.0,-3.0,False,224.0

2019-06-22,UA,MCO,DEN,-4.0,-3.0,False,1546.0

2019-11-02,MQ,ORD,SDF,-12.0,-3.0,False,286.0

2019-08-24,MQ,ORD,ERI,-10.0,-3.0,False,398.0

2019-11-24,YX,CLT,XNA,-11.0,-3.0,False,754.0

2019-04-02,AA,ORD,LGA,-16.0,-3.0,False,733.0

2019-01-07,AA,PHX,AUS,-14.0,-3.0,False,872.0

2019-11-02,HA,HNL,OGG,-5.0,-3.0,False,100.0

2019-06-30,UA,CLE,LAX,-19.0,-3.0,False,2052.0

2019-11-10,YV,PHX,BFL,-6.0,-3.0,False,425.0

2019-01-01,AA,AUS,PHX,3.0,-3.0,False,872.0

2019-08-30,YV,IAH,CHS,-11.0,-3.0,False,925.0

2019-06-16,UA,EWR,SEA,-5.0,-3.0,False,2402.0

2019-08-08,MQ,GSO,ORD,0.0,-3.0,False,589.0

2019-06-18,UA,IAH,SFO,11.0,-3.0,False,1635.0

2019-06-25,WN,FLL,DAL,-5.0,-3.0,False,1108.0

2019-01-20,DL,SFO,LAX,1.0,-3.0,False,337.0

2019-06-25,WN,OAK,SEA,-5.0,-3.0,False,672.0

2019-11-11,9E,ROC,LGA,26.0,-3.0,False,254.0

2019-09-02,WN,PVD,BWI,-3.0,-3.0,False,327.0

2019-06-04,WN,BOS,IND,-12.0,-3.0,False,818.0

2019-06-04,WN,ABQ,MDW,-13.0,-3.0,False,1121.0

2019-11-11,9E,LGA,RIC,-11.0,-3.0,False,292.0

2019-11-10,9E,ATL,LFT,-1.0,-3.0,False,503.0

